-725.0,1.872756736E9
-719.0,1.872756736E9
-713.0,1.872756736E9
-707.0,1.872756736E9
-701.0,1.872756736E9
-695.0,1.872756736E9
-689.0,1.872756736E9
-683.0,1.872756736E9
-677.0,1.872756736E9
-671.0,1.872756736E9
-665.0,1.872756736E9
-659.0,1.872756736E9
-653.0,1.872756736E9
-647.0,1.872756736E9
-641.0,1.872756736E9
-635.0,1.872756736E9
-629.0,1.872756736E9
-623.0,1.872756736E9
-617.0,1.872756736E9
-611.0,1.872756736E9
-605.0,1.872756736E9
-599.0,1.872756736E9
-593.0,1.872756736E9
-587.0,1.872756736E9
-581.0,1.872756736E9
-575.0,1.872756736E9
-569.0,1.872756736E9
-563.0,1.872756736E9
-557.0,1.872756736E9
-551.0,1.872756736E9
-545.0,1.872756736E9
-539.0,1.872756736E9
-533.0,1.872756736E9
-300.0,1.872756736E9
-299.0,1.855455232E9
0.0,1.855455232E9
2460.0,1.855455232E9
2960.0,1.8521152647331839E9
3020.0,1.8521152647331839E9
3026.0,1.8521176502435842E9
3032.0,1.8521248041533442E9
3038.0,1.852136720171008E9
3044.0,1.8521533862379522E9
3050.0,1.8521747876741118E9
3056.0,1.8522009040322561E9
3062.0,1.852231710670848E9
3068.0,1.8522671787540479E9
3074.0,1.8523072752517118E9
3080.0,1.852351962939392E9
3086.0,1.852401200398336E9
3092.0,1.8524549420154881E9
3098.0,1.8525131385077758E9
3104.0,1.8525757363978238E9
3110.0,1.8526426795868158E9
3116.0,1.852713906208768E9
3122.0,1.852789352824832E9
3128.0,1.852868951801856E9
3134.0,1.85295263236096E9
3140.0,1.853040320577536E9
3146.0,1.853131939381248E9
3152.0,1.85322740908032E9
3158.0,1.8533266478858242E9
3164.0,1.8534295708631039E9
3170.0,1.853536089931776E9
3176.0,1.8536461159628801E9
3182.0,1.8537595577303038E9
3188.0,1.853876321386496E9
3194.0,1.853996312035328E9
3200.0,1.8541194326835198E9
3206.0,1.854245585289216E9
3212.0,1.8543746707619839E9
3218.0,1.85450658791424E9
3224.0,1.8546412360826879E9
3230.0,1.854778511982592E9
3236.0,1.85491831390208E9
3242.0,1.8550605380321279E9
3248.0,1.8552050805637121E9
3254.0,1.8553518382120962E9
3260.0,1.8555007071682558E9
3266.0,1.8556515830988798E9
3272.0,1.855804362719232E9
3278.0,1.8559589432688642E9
3284.0,1.8561152225116162E9
3290.0,1.856273098211328E9
3296.0,1.856432468656128E9
3302.0,1.856593234231296E9
3308.0,1.8567552958463998E9
3314.0,1.856918554411008E9
3320.0,1.8570829139804158E9
3326.0,1.8572482775613441E9
3332.0,1.85741455130624E9
3338.0,1.8575816429404159E9
3344.0,1.857749459664896E9
3350.0,1.857917912875008E9
3356.0,1.8580869139660802E9
3362.0,1.858256375906304E9
3368.0,1.8584262148095999E9
3374.0,1.858596347314176E9
3380.0,1.8587666926796799E9
3386.0,1.858937171738624E9
3392.0,1.859107707420672E9
3398.0,1.8592782247526398E9
3404.0,1.859448650334208E9
3410.0,1.8596189139107838E9
3416.0,1.859788945227776E9
3422.0,1.85995888951296E9
3428.0,1.860131365060608E9
3434.0,1.8603069711319041E9
3440.0,1.860485451350016E9
3446.0,1.860666551435264E9
3452.0,1.8608500197294078E9
3458.0,1.861035607719936E9
3464.0,1.8612230726615038E9
3470.0,1.861412174954496E9
3476.0,1.861602681290752E9
3482.0,1.8617943620321279E9
3488.0,1.8619869964533758E9
3494.0,1.8621803674992638E9
3500.0,1.86237426597888E9
3506.0,1.8625684900413442E9
3512.0,1.862762844127232E9
3518.0,1.8629571400171518E9
3524.0,1.86315119788032E9
3530.0,1.863344844701696E9
3536.0,1.8635379153305602E9
3542.0,1.863730251956224E9
3548.0,1.8639217056808958E9
3554.0,1.86411213389824E9
3560.0,1.864301402914816E9
3566.0,1.8644893858529282E9
3572.0,1.8646759636992002E9
3578.0,1.864861025304576E9
3584.0,1.8650444658114562E9
3590.0,1.8652261887508478E9
3596.0,1.865406103420928E9
3602.0,1.865584126984192E9
3608.0,1.865760182370304E9
3614.0,1.865934200373248E9
3620.0,1.8661061165056E9
3626.0,1.866275873619968E9
3632.0,1.8664434187632642E9
